"","Phecode","ICD","ICD910","code"
"56726","593_2","ICD9:599.72","ICD9","59972"
"56731","594_","ICD9:592","ICD9","592"
"56732","594_","ICD9:592.9","ICD9","5929"
"56733","594_","ICD9:594","ICD9","594"
"56734","594_","ICD9:V13.01","ICD9","V1301"
"56739","594_","ICD9:592.0","ICD9","5920"
"56742","594_","ICD9:594.0","ICD9","5940"
"56743","594_","ICD9:594.1","ICD9","5941"
"56744","594_","ICD9:594.2","ICD9","5942"
"56745","594_","ICD9:594.8","ICD9","5948"
"56746","594_","ICD9:594.9","ICD9","5949"
"56752","594_","ICD9:592.1","ICD9","5921"
"56754","594_","ICD9:788.0","ICD9","7880"
"56756","594_1","ICD9:592.0","ICD9","5920"
"56759","594_2","ICD9:594.0","ICD9","5940"
"56760","594_2","ICD9:594.1","ICD9","5941"
"56761","594_2","ICD9:594.2","ICD9","5942"
"56762","594_2","ICD9:594.8","ICD9","5948"
"56763","594_2","ICD9:594.9","ICD9","5949"
"56769","594_3","ICD9:592.1","ICD9","5921"
"56771","594_8","ICD9:788.0","ICD9","7880"
"56773","595_","ICD9:591","ICD9","591"
"56774","595_","ICD9:591.0","ICD9","5910"
"56780","596_","ICD9:596","ICD9","596"
"56781","596_","ICD9:596.1","ICD9","5961"
"56782","596_","ICD9:596.2","ICD9","5962"
"56783","596_","ICD9:596.3","ICD9","5963"
"56784","596_","ICD9:596.6","ICD9","5966"
"56785","596_","ICD9:596.7","ICD9","5967"
"56786","596_","ICD9:596.8","ICD9","5968"
"56787","596_","ICD9:596.81","ICD9","59681"
"56788","596_","ICD9:596.82","ICD9","59682"
"56789","596_","ICD9:596.83","ICD9","59683"
"56790","596_","ICD9:596.89","ICD9","59689"
"56791","596_","ICD9:596.9","ICD9","5969"
"56804","596_","ICD9:596.0","ICD9","5960"
"56806","596_","ICD9:596.4","ICD9","5964"
"56807","596_","ICD9:596.5","ICD9","5965"
"56808","596_","ICD9:596.51","ICD9","59651"
"56809","596_","ICD9:596.52","ICD9","59652"
"56810","596_","ICD9:596.53","ICD9","59653"
"56811","596_","ICD9:596.54","ICD9","59654"
"56812","596_","ICD9:596.55","ICD9","59655"
"56813","596_","ICD9:596.59","ICD9","59659"
"56822","596_1","ICD9:596.0","ICD9","5960"
"56824","596_5","ICD9:596.4","ICD9","5964"
"56825","596_5","ICD9:596.5","ICD9","5965"
"56826","596_5","ICD9:596.51","ICD9","59651"
"56827","596_5","ICD9:596.52","ICD9","59652"
"56828","596_5","ICD9:596.53","ICD9","59653"
"56829","596_5","ICD9:596.54","ICD9","59654"
"56830","596_5","ICD9:596.55","ICD9","59655"
"56831","596_5","ICD9:596.59","ICD9","59659"
"56840","597_","ICD9:599","ICD9","599"
"56841","597_","ICD9:599.1","ICD9","5991"
"56842","597_","ICD9:599.2","ICD9","5992"
"56843","597_","ICD9:599.3","ICD9","5993"
"56844","597_","ICD9:599.4","ICD9","5994"
"56845","597_","ICD9:599.5","ICD9","5995"
"56846","597_","ICD9:599.84","ICD9","59984"
"56853","597_","ICD9:598.1","ICD9","5981"
"56854","597_","ICD9:598.2","ICD9","5982"
"56855","597_","ICD9:598.8","ICD9","5988"
"56856","597_","ICD9:598.9","ICD9","5989"
"56879","597_","ICD9:599.81","ICD9","59981"
"56880","597_","ICD9:599.82","ICD9","59982"
"56881","597_","ICD9:599.83","ICD9","59983"
"56885","597_1","ICD9:598.1","ICD9","5981"
"56886","597_1","ICD9:598.2","ICD9","5982"
"56887","597_1","ICD9:598.8","ICD9","5988"
"56888","597_1","ICD9:598.9","ICD9","5989"
"56911","597_2","ICD9:997.5","ICD9","9975"
"56923","597_8","ICD9:599.81","ICD9","59981"
"56924","597_8","ICD9:599.82","ICD9","59982"
"56925","597_8","ICD9:599.83","ICD9","59983"
"56929","598_","ICD9:791","ICD9","791"
"56930","598_","ICD9:791.1","ICD9","7911"
"56931","598_","ICD9:791.3","ICD9","7913"
"56934","598_","ICD9:791.7","ICD9","7917"
"56935","598_","ICD9:791.9","ICD9","7919"
"56946","598_4","ICD9:791.7","ICD9","7917"
"56947","598_9","ICD9:791.9","ICD9","7919"
"56958","599_","ICD9:599.8","ICD9","5998"
"56959","599_","ICD9:599.89","ICD9","59989"
"56960","599_","ICD9:599.9","ICD9","5999"
"56961","599_","ICD9:788","ICD9","788"
"56962","599_","ICD9:793.5","ICD9","7935"
"56963","599_","ICD9:V13.0","ICD9","V130"
"56964","599_","ICD9:V13.00","ICD9","V1300"
"56965","599_","ICD9:V13.09","ICD9","V1309"
"56966","599_","ICD9:V43.5","ICD9","V435"
"56967","599_","ICD9:V44.5","ICD9","V445"
"56968","599_","ICD9:V44.50","ICD9","V4450"
"56969","599_","ICD9:V44.51","ICD9","V4451"
"56970","599_","ICD9:V44.52","ICD9","V4452"
"56971","599_","ICD9:V44.59","ICD9","V4459"
"56972","599_","ICD9:V44.6","ICD9","V446"
"56973","599_","ICD9:V47.4","ICD9","V474"
"56974","599_","ICD9:V55.5","ICD9","V555"
"56975","599_","ICD9:V55.6","ICD9","V556"
"56994","599_","ICD9:788.1","ICD9","7881"
"56998","599_","ICD9:788.3","ICD9","7883"
"56999","599_","ICD9:788.30","ICD9","78830"
"57000","599_","ICD9:788.31","ICD9","78831"
"57001","599_","ICD9:788.32","ICD9","78832"
"57002","599_","ICD9:788.33","ICD9","78833"
"57003","599_","ICD9:788.34","ICD9","78834"
"57004","599_","ICD9:788.35","ICD9","78835"
"57005","599_","ICD9:788.36","ICD9","78836"
"57006","599_","ICD9:788.37","ICD9","78837"
"57007","599_","ICD9:788.38","ICD9","78838"
"57008","599_","ICD9:788.39","ICD9","78839"
"57022","599_","ICD9:788.4","ICD9","7884"
"57023","599_","ICD9:788.41","ICD9","78841"
"57024","599_","ICD9:788.42","ICD9","78842"
"57025","599_","ICD9:788.43","ICD9","78843"
"57030","599_","ICD9:788.5","ICD9","7885"
"57032","599_","ICD9:788.7","ICD9","7887"
"57036","599_","ICD9:788.8","ICD9","7888"
"57037","599_","ICD9:788.9","ICD9","7889"
"57038","599_","ICD9:788.91","ICD9","78891"
"57039","599_","ICD9:788.99","ICD9","78899"
"57050","599_","ICD9:788.6","ICD9","7886"
"57051","599_","ICD9:788.61","ICD9","78861"
"57052","599_","ICD9:788.62","ICD9","78862"
"57053","599_","ICD9:788.63","ICD9","78863"
"57054","599_","ICD9:788.64","ICD9","78864"
"57055","599_","ICD9:788.65","ICD9","78865"
"57056","599_","ICD9:788.69","ICD9","78869"
"57066","599_1","ICD9:599.6","ICD9","5996"
"57067","599_1","ICD9:599.60","ICD9","59960"
"57068","599_1","ICD9:599.69","ICD9","59969"
"57070","599_2","ICD9:788.2","ICD9","7882"
"57071","599_2","ICD9:788.20","ICD9","78820"
"57072","599_2","ICD9:788.21","ICD9","78821"
"57073","599_2","ICD9:788.29","ICD9","78829"
"57079","599_3","ICD9:788.1","ICD9","7881"
"57083","599_4","ICD9:788.3","ICD9","7883"
"57084","599_4","ICD9:788.30","ICD9","78830"
"57085","599_4","ICD9:788.31","ICD9","78831"
"57086","599_4","ICD9:788.32","ICD9","78832"
"57087","599_4","ICD9:788.33","ICD9","78833"
"57088","599_4","ICD9:788.34","ICD9","78834"
"57089","599_4","ICD9:788.35","ICD9","78835"
"57090","599_4","ICD9:788.36","ICD9","78836"
"57091","599_4","ICD9:788.37","ICD9","78837"
"57092","599_4","ICD9:788.38","ICD9","78838"
"57093","599_4","ICD9:788.39","ICD9","78839"
"57107","599_5","ICD9:788.4","ICD9","7884"
"57108","599_5","ICD9:788.41","ICD9","78841"
"57109","599_5","ICD9:788.42","ICD9","78842"
"57110","599_5","ICD9:788.43","ICD9","78843"
"57115","599_6","ICD9:788.5","ICD9","7885"
"57117","599_7","ICD9:788.7","ICD9","7887"
"57121","599_8","ICD9:788.8","ICD9","7888"
"57122","599_8","ICD9:788.9","ICD9","7889"
"57123","599_8","ICD9:788.91","ICD9","78891"
"57124","599_8","ICD9:788.99","ICD9","78899"
"57135","599_9","ICD9:788.6","ICD9","7886"
"57136","599_9","ICD9:788.61","ICD9","78861"
"57137","599_9","ICD9:788.62","ICD9","78862"
"57138","599_9","ICD9:788.63","ICD9","78863"
"57139","599_9","ICD9:788.64","ICD9","78864"
"57140","599_9","ICD9:788.65","ICD9","78865"
"57141","599_9","ICD9:788.69","ICD9","78869"
"57151","600_","ICD9:600","ICD9","600"
"57152","600_","ICD9:600.0","ICD9","6000"
"57153","600_","ICD9:600.00","ICD9","60000"
"57154","600_","ICD9:600.01","ICD9","60001"
"57155","600_","ICD9:600.1","ICD9","6001"
"57156","600_","ICD9:600.10","ICD9","60010"
"57157","600_","ICD9:600.11","ICD9","60011"
"57158","600_","ICD9:600.2","ICD9","6002"
"57159","600_","ICD9:600.20","ICD9","60020"
"57160","600_","ICD9:600.21","ICD9","60021"
"57161","600_","ICD9:600.3","ICD9","6003"
"57162","600_","ICD9:600.9","ICD9","6009"
"57163","600_","ICD9:600.90","ICD9","60090"
"57164","600_","ICD9:600.91","ICD9","60091"
"57171","601_","ICD9:601","ICD9","601"
"57172","601_","ICD9:601.3","ICD9","6013"
"57173","601_","ICD9:601.4","ICD9","6014"
"57174","601_","ICD9:601.8","ICD9","6018"
"57175","601_","ICD9:601.9","ICD9","6019"
"57181","601_","ICD9:601.0","ICD9","6010"
"57182","601_","ICD9:601.2","ICD9","6012"
"57185","601_","ICD9:601.1","ICD9","6011"
"57187","601_","ICD9:604","ICD9","604"
"57188","601_","ICD9:604.0","ICD9","6040"
"57189","601_","ICD9:604.9","ICD9","6049"
"57190","601_","ICD9:604.90","ICD9","60490"
"57191","601_","ICD9:604.91","ICD9","60491"
"57192","601_","ICD9:604.99","ICD9","60499"
"57198","601_","ICD9:607.1","ICD9","6071"
"57201","601_","ICD9:607.2","ICD9","6072"
"57202","601_","ICD9:608.0","ICD9","6080"
"57203","601_","ICD9:608.4","ICD9","6084"
"57215","601_1","ICD9:601.3","ICD9","6013"
"57216","601_1","ICD9:601.4","ICD9","6014"
"57217","601_1","ICD9:601.8","ICD9","6018"
"57218","601_1","ICD9:601.9","ICD9","6019"
"57224","601_1","ICD9:601.0","ICD9","6010"
"57225","601_1","ICD9:601.2","ICD9","6012"
"57228","601_1","ICD9:601.1","ICD9","6011"
"57230","601_11","ICD9:601.0","ICD9","6010"
"57231","601_11","ICD9:601.2","ICD9","6012"
"57234","601_12","ICD9:601.1","ICD9","6011"
"57236","601_3","ICD9:604","ICD9","604"
"57237","601_3","ICD9:604.0","ICD9","6040"
"57238","601_3","ICD9:604.9","ICD9","6049"
"57239","601_3","ICD9:604.90","ICD9","60490"
"57240","601_3","ICD9:604.91","ICD9","60491"
"57241","601_3","ICD9:604.99","ICD9","60499"
"57247","601_4","ICD9:607.1","ICD9","6071"
"57250","601_8","ICD9:607.2","ICD9","6072"
"57251","601_8","ICD9:608.0","ICD9","6080"
"57252","601_8","ICD9:608.4","ICD9","6084"
"57264","602_","ICD9:602","ICD9","602"
"57265","602_","ICD9:602.0","ICD9","6020"
"57266","602_","ICD9:602.1","ICD9","6021"
"57267","602_","ICD9:602.2","ICD9","6022"
"57268","602_","ICD9:602.8","ICD9","6028"
"57269","602_","ICD9:602.9","ICD9","6029"
"57277","602_","ICD9:602.3","ICD9","6023"
"57283","602_3","ICD9:602.3","ICD9","6023"
"57289","603_","ICD9:608.2","ICD9","6082"
"57290","603_","ICD9:608.20","ICD9","60820"
"57291","603_","ICD9:608.21","ICD9","60821"
"57292","603_","ICD9:608.22","ICD9","60822"
"57293","603_","ICD9:608.23","ICD9","60823"
"57294","603_","ICD9:608.24","ICD9","60824"
"57295","603_","ICD9:608.3","ICD9","6083"
"57304","603_","ICD9:603","ICD9","603"
"57305","603_","ICD9:603.0","ICD9","6030"
"57306","603_","ICD9:603.1","ICD9","6031"
"57307","603_","ICD9:603.8","ICD9","6038"
"57308","603_","ICD9:603.9","ICD9","6039"
"57313","603_","ICD9:608.1","ICD9","6081"
"57319","603_1","ICD9:603","ICD9","603"
"57320","603_1","ICD9:603.0","ICD9","6030"
"57321","603_1","ICD9:603.1","ICD9","6031"
"57322","603_1","ICD9:603.8","ICD9","6038"
"57323","603_1","ICD9:603.9","ICD9","6039"
"57328","603_2","ICD9:608.1","ICD9","6081"
"57334","604_","ICD9:607","ICD9","607"
"57335","604_","ICD9:607.0","ICD9","6070"
"57336","604_","ICD9:607.3","ICD9","6073"
"57337","604_","ICD9:607.8","ICD9","6078"
"57338","604_","ICD9:607.83","ICD9","60783"
"57339","604_","ICD9:607.89","ICD9","60789"
"57340","604_","ICD9:607.9","ICD9","6079"
"57355","604_","ICD9:605","ICD9","605"
"57356","604_","ICD9:607.81","ICD9","60781"
"57365","604_","ICD9:607.82","ICD9","60782"
"57366","604_","ICD9:607.85","ICD9","60785"
"57368","604_1","ICD9:605","ICD9","605"
"57369","604_1","ICD9:607.81","ICD9","60781"
"57378","604_2","ICD9:607.82","ICD9","60782"
"57379","604_3","ICD9:607.85","ICD9","60785"
"57381","605_","ICD9:302.72","ICD9","30272"
"57382","605_","ICD9:607.84","ICD9","60784"
"57405","608_","ICD9:608","ICD9","608"
"57406","608_","ICD9:608.8","ICD9","6088"
"57407","608_","ICD9:608.81","ICD9","60881"
"57408","608_","ICD9:608.83","ICD9","60883"
"57409","608_","ICD9:608.84","ICD9","60884"
"57410","608_","ICD9:608.85","ICD9","60885"
"57411","608_","ICD9:608.86","ICD9","60886"
"57412","608_","ICD9:608.87","ICD9","60887"
"57413","608_","ICD9:608.89","ICD9","60889"
"57414","608_","ICD9:608.9","ICD9","6089"
"57438","609_","ICD9:606","ICD9","606"
"57439","609_","ICD9:606.8","ICD9","6068"
"57440","609_","ICD9:606.9","ICD9","6069"
"57445","609_","ICD9:606.0","ICD9","6060"
"57446","609_","ICD9:606.1","ICD9","6061"
"57463","609_","ICD9:608.82","ICD9","60882"
"57464","609_","ICD9:792.2","ICD9","7922"
"57477","609_1","ICD9:606.8","ICD9","6068"
"57478","609_1","ICD9:606.9","ICD9","6069"
"57483","609_1","ICD9:606.0","ICD9","6060"
"57484","609_1","ICD9:606.1","ICD9","6061"
"57501","609_11","ICD9:606.0","ICD9","6060"
"57502","609_11","ICD9:606.1","ICD9","6061"
"57519","609_2","ICD9:608.82","ICD9","60882"
"57520","609_2","ICD9:792.2","ICD9","7922"
"57533","610_","ICD9:610","ICD9","610"
"57534","610_","ICD9:610.0","ICD9","6100"
"57535","610_","ICD9:610.1","ICD9","6101"
"57545","610_","ICD9:610.2","ICD9","6102"
"57550","610_","ICD9:610.3","ICD9","6103"
"57555","610_","ICD9:217","ICD9","217"
"57560","610_1","ICD9:610.0","ICD9","6100"
"57561","610_1","ICD9:610.1","ICD9","6101"
"57571","610_2","ICD9:610.2","ICD9","6102"
"57576","610_3","ICD9:610.3","ICD9","6103"
"57581","610_4","ICD9:217","ICD9","217"
"57586","610_8","ICD9:610.4","ICD9","6104"
"57587","610_8","ICD9:610.8","ICD9","6108"
"57588","610_8","ICD9:610.9","ICD9","6109"
"57602","611_","ICD9:793.82","ICD9","79382"
"57604","611_","ICD9:793.8","ICD9","7938"
"57605","611_","ICD9:793.80","ICD9","79380"
"57606","611_","ICD9:793.89","ICD9","79389"
"57609","611_","ICD9:793.81","ICD9","79381"
"57611","611_","ICD9:611.72","ICD9","61172"
"57632","611_1","ICD9:793.8","ICD9","7938"
"57633","611_1","ICD9:793.80","ICD9","79380"
"57634","611_1","ICD9:793.89","ICD9","79389"
"57637","611_1","ICD9:793.81","ICD9","79381"
"57639","611_11","ICD9:793.81","ICD9","79381"
"57641","611_3","ICD9:611.72","ICD9","61172"
"57662","612_","ICD9:611.82","ICD9","61182"
"57664","612_","ICD9:611.6","ICD9","6116"
"57665","612_","ICD9:676.6","ICD9","6766"
"57666","612_","ICD9:676.60","ICD9","67660"
"57667","612_","ICD9:676.61","ICD9","67661"
"57668","612_","ICD9:676.62","ICD9","67662"
"57669","612_","ICD9:676.63","ICD9","67663"
"57670","612_","ICD9:676.64","ICD9","67664"
"57673","612_","ICD9:611.1","ICD9","6111"
"57675","612_","ICD9:757.6","ICD9","7576"
"57683","612_1","ICD9:611.6","ICD9","6116"
"57684","612_1","ICD9:676.6","ICD9","6766"
"57685","612_1","ICD9:676.60","ICD9","67660"
"57686","612_1","ICD9:676.61","ICD9","67661"
"57687","612_1","ICD9:676.62","ICD9","67662"
"57688","612_1","ICD9:676.63","ICD9","67663"
"57689","612_1","ICD9:676.64","ICD9","67664"
"57692","612_2","ICD9:611.1","ICD9","6111"
"57694","612_3","ICD9:757.6","ICD9","7576"
"57702","613_","ICD9:611","ICD9","611"
"57703","613_","ICD9:611.4","ICD9","6114"
"57704","613_","ICD9:611.5","ICD9","6115"
"57707","613_","ICD9:611.0","ICD9","6110"
"57708","613_","ICD9:611.2","ICD9","6112"
"57709","613_","ICD9:611.3","ICD9","6113"
"57713","613_","ICD9:611.71","ICD9","61171"
"57715","613_","ICD9:611.7","ICD9","6117"
"57716","613_","ICD9:611.79","ICD9","61179"
"57722","613_","ICD9:611.8","ICD9","6118"
"57723","613_","ICD9:611.81","ICD9","61181"
"57724","613_","ICD9:611.83","ICD9","61183"
"57725","613_","ICD9:611.89","ICD9","61189"
"57729","613_","ICD9:611.9","ICD9","6119"
"57731","613_1","ICD9:611.0","ICD9","6110"
"57732","613_1","ICD9:611.2","ICD9","6112"
"57733","613_1","ICD9:611.3","ICD9","6113"
"57737","613_5","ICD9:611.71","ICD9","61171"
"57739","613_7","ICD9:611.7","ICD9","6117"
"57740","613_7","ICD9:611.79","ICD9","61179"
"57746","613_8","ICD9:611.8","ICD9","6118"
"57747","613_8","ICD9:611.81","ICD9","61181"
"57748","613_8","ICD9:611.83","ICD9","61183"
"57749","613_8","ICD9:611.89","ICD9","61189"
"57753","613_9","ICD9:611.9","ICD9","6119"
"57755","614_","ICD9:614","ICD9","614"
"57756","614_","ICD9:614.5","ICD9","6145"
"57757","614_","ICD9:614.7","ICD9","6147"
"57758","614_","ICD9:614.8","ICD9","6148"
"57763","614_","ICD9:614.6","ICD9","6146"
"57765","614_","ICD9:614.2","ICD9","6142"
"57771","614_","ICD9:614.0","ICD9","6140"
"57772","614_","ICD9:614.3","ICD9","6143"
"57778","614_","ICD9:614.1","ICD9","6141"
"57779","614_","ICD9:614.4","ICD9","6144"
"57786","614_","ICD9:614.9","ICD9","6149"
"57790","614_","ICD9:615","ICD9","615"
"57791","614_","ICD9:615.0","ICD9","6150"
"57792","614_","ICD9:615.1","ICD9","6151"
"57793","614_","ICD9:615.9","ICD9","6159"
"57797","614_","ICD9:616","ICD9","616"
"57798","614_","ICD9:616.8","ICD9","6168"
"57799","614_","ICD9:616.81","ICD9","61681"
"57800","614_","ICD9:616.89","ICD9","61689"
"57801","614_","ICD9:616.9","ICD9","6169"
"57808","614_","ICD9:616.0","ICD9","6160"
"57810","614_","ICD9:616.1","ICD9","6161"
"57811","614_","ICD9:616.10","ICD9","61610"
"57812","614_","ICD9:616.11","ICD9","61611"
"57819","614_","ICD9:616.2","ICD9","6162"
"57820","614_","ICD9:616.3","ICD9","6163"
"57824","614_","ICD9:616.4","ICD9","6164"
"57825","614_","ICD9:616.5","ICD9","6165"
"57826","614_","ICD9:616.50","ICD9","61650"
"57827","614_","ICD9:616.51","ICD9","61651"
"57831","614_1","ICD9:614.6","ICD9","6146"
"57833","614_3","ICD9:614.2","ICD9","6142"
"57839","614_3","ICD9:614.0","ICD9","6140"
"57840","614_3","ICD9:614.3","ICD9","6143"
"57846","614_3","ICD9:614.1","ICD9","6141"
"57847","614_3","ICD9:614.4","ICD9","6144"
"57854","614_3","ICD9:614.9","ICD9","6149"
"57858","614_31","ICD9:614.0","ICD9","6140"
"57859","614_31","ICD9:614.3","ICD9","6143"
"57865","614_32","ICD9:614.1","ICD9","6141"
"57866","614_32","ICD9:614.4","ICD9","6144"
"57873","614_33","ICD9:614.9","ICD9","6149"
"57877","614_4","ICD9:615","ICD9","615"
"57878","614_4","ICD9:615.0","ICD9","6150"
"57879","614_4","ICD9:615.1","ICD9","6151"
"57880","614_4","ICD9:615.9","ICD9","6159"
"57884","614_5","ICD9:616","ICD9","616"
"57885","614_5","ICD9:616.8","ICD9","6168"
"57886","614_5","ICD9:616.81","ICD9","61681"
"57887","614_5","ICD9:616.89","ICD9","61689"
"57888","614_5","ICD9:616.9","ICD9","6169"
"57895","614_5","ICD9:616.0","ICD9","6160"
"57897","614_5","ICD9:616.1","ICD9","6161"
"57898","614_5","ICD9:616.10","ICD9","61610"
"57899","614_5","ICD9:616.11","ICD9","61611"
"57906","614_5","ICD9:616.2","ICD9","6162"
"57907","614_5","ICD9:616.3","ICD9","6163"
"57911","614_5","ICD9:616.4","ICD9","6164"
"57912","614_5","ICD9:616.5","ICD9","6165"
"57913","614_5","ICD9:616.50","ICD9","61650"
"57914","614_5","ICD9:616.51","ICD9","61651"
"57918","614_51","ICD9:616.0","ICD9","6160"
"57920","614_52","ICD9:616.1","ICD9","6161"
"57921","614_52","ICD9:616.10","ICD9","61610"
"57922","614_52","ICD9:616.11","ICD9","61611"
"57929","614_53","ICD9:616.2","ICD9","6162"
"57930","614_53","ICD9:616.3","ICD9","6163"
"57934","614_54","ICD9:616.4","ICD9","6164"
"57935","614_54","ICD9:616.5","ICD9","6165"
"57936","614_54","ICD9:616.50","ICD9","61650"
"57937","614_54","ICD9:616.51","ICD9","61651"
"57941","615_","ICD9:617","ICD9","617"
"57942","615_","ICD9:617.0","ICD9","6170"
"57943","615_","ICD9:617.1","ICD9","6171"
"57944","615_","ICD9:617.2","ICD9","6172"
"57945","615_","ICD9:617.3","ICD9","6173"
"57946","615_","ICD9:617.4","ICD9","6174"
"57947","615_","ICD9:617.5","ICD9","6175"
"57948","615_","ICD9:617.6","ICD9","6176"
"57949","615_","ICD9:617.8","ICD9","6178"
"57950","615_","ICD9:617.9","ICD9","6179"
"57961","617_","ICD9:619","ICD9","619"
"57962","617_","ICD9:619.0","ICD9","6190"
"57963","617_","ICD9:619.1","ICD9","6191"
"57964","617_","ICD9:619.2","ICD9","6192"
"57965","617_","ICD9:619.8","ICD9","6198"
"57966","617_","ICD9:619.9","ICD9","6199"
"57967","617_","ICD9:620.6","ICD9","6206"
"57968","617_","ICD9:620.7","ICD9","6207"
"57969","617_","ICD9:621.5","ICD9","6215"
"57970","617_","ICD9:622.3","ICD9","6223"
"57971","617_","ICD9:623.4","ICD9","6234"
"57972","617_","ICD9:623.6","ICD9","6236"
"57973","617_","ICD9:624.4","ICD9","6244"
"57974","617_","ICD9:624.5","ICD9","6245"
"57988","618_","ICD9:618","ICD9","618"
"57989","618_","ICD9:618.7","ICD9","6187"
"57990","618_","ICD9:618.8","ICD9","6188"
"57991","618_","ICD9:618.81","ICD9","61881"
"57992","618_","ICD9:618.82","ICD9","61882"
"57993","618_","ICD9:618.83","ICD9","61883"
"57994","618_","ICD9:618.84","ICD9","61884"
"57995","618_","ICD9:618.89","ICD9","61889"
"57996","618_","ICD9:618.9","ICD9","6189"
"58002","618_","ICD9:618.0","ICD9","6180"
"58003","618_","ICD9:618.00","ICD9","61800"
"58004","618_","ICD9:618.01","ICD9","61801"
"58005","618_","ICD9:618.02","ICD9","61802"
"58006","618_","ICD9:618.03","ICD9","61803"
"58007","618_","ICD9:618.04","ICD9","61804"
"58008","618_","ICD9:618.05","ICD9","61805"
"58009","618_","ICD9:618.09","ICD9","61809"
"58018","618_","ICD9:618.1","ICD9","6181"
"58019","618_","ICD9:618.2","ICD9","6182"
"58020","618_","ICD9:618.3","ICD9","6183"
"58021","618_","ICD9:618.4","ICD9","6184"
"58025","618_","ICD9:618.5","ICD9","6185"
"58027","618_","ICD9:618.6","ICD9","6186"
"58030","618_1","ICD9:618.0","ICD9","6180"
"58031","618_1","ICD9:618.00","ICD9","61800"
"58032","618_1","ICD9:618.01","ICD9","61801"
"58033","618_1","ICD9:618.02","ICD9","61802"
"58034","618_1","ICD9:618.03","ICD9","61803"
"58035","618_1","ICD9:618.04","ICD9","61804"
"58036","618_1","ICD9:618.05","ICD9","61805"
"58037","618_1","ICD9:618.09","ICD9","61809"
"58046","618_2","ICD9:618.1","ICD9","6181"
"58047","618_2","ICD9:618.2","ICD9","6182"
"58048","618_2","ICD9:618.3","ICD9","6183"
"58049","618_2","ICD9:618.4","ICD9","6184"
"58053","618_5","ICD9:618.5","ICD9","6185"
"58055","618_6","ICD9:618.6","ICD9","6186"
"58058","619_","ICD9:620","ICD9","620"
"58059","619_","ICD9:629","ICD9","629"
"58060","619_","ICD9:629.0","ICD9","6290"
"58061","619_","ICD9:629.1","ICD9","6291"
"58062","619_","ICD9:629.8","ICD9","6298"
"58063","619_","ICD9:629.89","ICD9","62989"
"58064","619_","ICD9:629.9","ICD9","6299"
"58065","619_","ICD9:V13.2","ICD9","V132"
"58066","619_","ICD9:V13.29","ICD9","V1329"
"58070","619_","ICD9:620.4","ICD9","6204"
"58071","619_","ICD9:620.5","ICD9","6205"
"58072","619_","ICD9:620.8","ICD9","6208"
"58073","619_","ICD9:620.9","ICD9","6209"
"58086","619_","ICD9:621","ICD9","621"
"58087","619_","ICD9:621.1","ICD9","6211"
"58088","619_","ICD9:621.6","ICD9","6216"
"58089","619_","ICD9:621.7","ICD9","6217"
"58090","619_","ICD9:621.8","ICD9","6218"
"58091","619_","ICD9:621.9","ICD9","6219"
"58092","619_","ICD9:654.0","ICD9","6540"
"58093","619_","ICD9:654.00","ICD9","65400"
"58094","619_","ICD9:654.01","ICD9","65401"
"58095","619_","ICD9:654.02","ICD9","65402"
"58096","619_","ICD9:654.03","ICD9","65403"
"58097","619_","ICD9:654.04","ICD9","65404"
"58098","619_","ICD9:654.3","ICD9","6543"
"58099","619_","ICD9:654.30","ICD9","65430"
"58100","619_","ICD9:654.31","ICD9","65431"
"58101","619_","ICD9:654.32","ICD9","65432"
"58102","619_","ICD9:654.33","ICD9","65433"
"58103","619_","ICD9:654.34","ICD9","65434"
"58104","619_","ICD9:654.4","ICD9","6544"
"58105","619_","ICD9:654.40","ICD9","65440"
"58106","619_","ICD9:654.41","ICD9","65441"
"58107","619_","ICD9:654.42","ICD9","65442"
"58108","619_","ICD9:654.43","ICD9","65443"
"58109","619_","ICD9:654.44","ICD9","65444"
"58110","619_","ICD9:665.2","ICD9","6652"
"58111","619_","ICD9:665.20","ICD9","66520"
"58112","619_","ICD9:665.22","ICD9","66522"
"58113","619_","ICD9:665.24","ICD9","66524"
"58146","619_","ICD9:622","ICD9","622"
"58147","619_","ICD9:622.0","ICD9","6220"
"58148","619_","ICD9:622.4","ICD9","6224"
"58149","619_","ICD9:622.5","ICD9","6225"
"58150","619_","ICD9:622.8","ICD9","6228"
"58151","619_","ICD9:622.9","ICD9","6229"
"58152","619_","ICD9:654.6","ICD9","6546"
"58153","619_","ICD9:654.60","ICD9","65460"
"58154","619_","ICD9:654.61","ICD9","65461"
"58155","619_","ICD9:654.62","ICD9","65462"
"58156","619_","ICD9:654.63","ICD9","65463"
"58157","619_","ICD9:654.64","ICD9","65464"
"58158","619_","ICD9:654.7","ICD9","6547"
"58169","619_","ICD9:623","ICD9","623"
"58170","619_","ICD9:623.2","ICD9","6232"
"58171","619_","ICD9:623.3","ICD9","6233"
"58172","619_","ICD9:623.8","ICD9","6238"
"58173","619_","ICD9:623.9","ICD9","6239"
"58174","619_","ICD9:654.70","ICD9","65470"
"58175","619_","ICD9:654.71","ICD9","65471"
"58176","619_","ICD9:654.72","ICD9","65472"
"58177","619_","ICD9:654.73","ICD9","65473"
"58178","619_","ICD9:654.74","ICD9","65474"
"58189","619_","ICD9:624","ICD9","624"
"58190","619_","ICD9:624.8","ICD9","6248"
"58191","619_","ICD9:624.9","ICD9","6249"
